ip_address,is_reachable,is_vulnerable,is_infected
79.2.46.153,Y,Y,N
79.2.48.9,N,N,N
79.2.51.11,Y,Y,N
79.2.51.217,Y,Y,N
79.2.52.87,Y,Y,N
79.2.56.177,Y,N,N
79.2.65.102,Y,N,N
79.2.75.108,Y,Y,N
79.2.79.216,Y,Y,N
79.2.82.220,Y,Y,N
79.2.83.182,N,N,N
79.2.84.112,Y,Y,N
79.2.88.226,Y,Y,N
79.2.94.153,Y,N,N
79.2.96.27,Y,Y,N
79.2.98.11,Y,N,N
79.2.106.115,Y,N,N
79.2.108.44,Y,N,N
79.2.112.82,Y,N,N
79.2.112.102,Y,N,N
79.2.117.244,Y,Y,N
79.2.122.191,Y,Y,N
79.2.124.128,N,N,N
79.2.127.92,Y,N,N
79.2.128.206,Y,N,N
79.2.135.68,N,N,N
79.2.138.177,Y,Y,N
79.2.143.164,Y,Y,N
79.2.152.235,Y,Y,N
79.2.153.131,Y,Y,N
79.2.162.47,Y,N,N
79.2.172.166,N,N,N
79.2.187.190,Y,N,N
79.2.189.120,Y,Y,N
79.2.191.225,Y,Y,N
79.2.191.235,Y,Y,N
79.2.200.131,Y,Y,N
79.2.202.198,Y,Y,N
79.2.203.198,N,N,N
79.2.214.225,Y,Y,N
79.2.217.10,Y,N,N
79.2.218.40,Y,Y,N
79.2.222.192,Y,N,N
79.2.222.248,Y,Y,N
79.2.224.133,N,N,N
79.2.229.78,Y,N,N
79.2.231.173,N,N,N
79.2.236.125,Y,Y,N
79.2.247.81,Y,N,N
79.2.249.226,Y,Y,N
79.2.250.41,Y,Y,N
79.2.250.253,Y,N,N
79.2.252.97,Y,N,N
80.1.2.29,Y,Y,N
80.1.12.43,N,N,N
80.1.14.122,Y,Y,N
80.1.20.121,Y,Y,N
80.1.23.231,Y,N,N
80.1.26.16,N,N,N
80.1.27.104,Y,Y,N
80.1.32.170,N,N,N
80.1.41.99,Y,Y,N
80.1.42.234,Y,Y,N
80.1.52.178,Y,Y,N
80.1.54.36,N,N,N
80.1.55.132,Y,Y,N
80.1.56.2,Y,Y,N
80.1.58.246,Y,Y,N
80.1.60.34,Y,N,N
80.1.65.84,Y,Y,N
80.1.70.75,Y,Y,N
80.1.73.5,Y,Y,N
80.1.75.246,Y,Y,N
80.1.86.90,Y,Y,N
80.1.94.225,Y,Y,N
80.1.107.225,N,N,N
80.1.108.54,Y,N,N
80.1.114.9,Y,Y,N
80.1.116.76,N,N,N
80.1.131.199,Y,Y,N
80.1.140.149,Y,Y,N
80.1.140.193,N,N,N
80.1.154.61,Y,Y,N
80.1.155.22,Y,Y,N
80.1.158.59,Y,Y,N
80.1.160.129,Y,Y,N
80.1.164.58,Y,Y,N
80.1.164.126,Y,Y,N
80.1.167.228,N,N,N
80.1.177.158,Y,Y,N
80.1.178.150,Y,N,N
80.1.185.39,N,N,N
80.1.185.96,Y,N,N
80.1.187.54,Y,N,N
80.1.190.226,N,N,N
80.1.192.4,Y,N,N
80.1.196.134,Y,Y,N
80.1.197.63,Y,Y,N
80.1.199.78,Y,Y,N
80.1.200.2,N,N,N
80.1.202.235,Y,Y,N
80.1.205.120,Y,Y,N
80.1.209.206,N,N,N
80.1.212.167,Y,Y,N
80.1.214.213,Y,Y,N
80.1.215.24,N,N,N
80.1.215.104,Y,Y,N
80.1.220.116,Y,N,N
80.1.220.218,Y,N,N
80.1.223.6,Y,Y,N
80.1.230.113,Y,Y,N
80.1.242.227,Y,N,N
80.1.251.48,Y,Y,N
80.1.251.76,N,N,N
80.2.5.48,N,N,N
80.2.9.135,Y,Y,N
80.2.11.154,Y,Y,N
80.2.17.65,Y,N,N
80.2.19.59,Y,N,N
80.2.19.76,N,N,N
80.2.22.104,Y,Y,N
80.2.24.19,Y,N,N
80.2.30.53,Y,N,N
80.2.34.4,Y,N,N
80.2.43.31,Y,Y,N
80.2.43.146,Y,N,N
80.2.43.210,Y,Y,N
80.2.54.186,N,N,N
80.2.55.157,N,N,N
80.2.58.25,Y,Y,N
80.2.64.240,Y,N,N
80.2.69.157,Y,Y,N
80.2.84.89,Y,Y,N
80.2.85.124,Y,N,N
80.2.87.128,Y,Y,N
80.2.96.199,Y,Y,N
80.2.98.222,Y,Y,N
80.2.99.42,Y,Y,N
80.2.105.178,Y,Y,N
80.2.106.28,N,N,N
80.2.112.82,N,N,N
80.2.113.107,Y,N,N
80.2.117.96,Y,N,N
80.2.124.83,N,N,N
80.2.127.195,N,N,N
80.2.129.219,Y,Y,N
80.2.131.61,Y,Y,N
80.2.140.218,Y,Y,N
80.2.143.88,Y,Y,N
80.2.143.219,Y,Y,N
80.2.145.210,Y,N,N
80.2.150.97,Y,N,N
80.2.154.113,Y,Y,N
80.2.157.134,Y,N,N
80.2.161.61,Y,Y,N
80.2.161.229,N,N,N
80.2.170.94,Y,N,N
80.2.171.164,Y,N,N
80.2.173.127,N,N,N
80.2.175.3,Y,N,N
80.2.179.128,N,N,N
80.2.188.239,Y,N,N
80.2.189.173,Y,Y,N
80.2.193.13,Y,Y,N
80.2.193.159,Y,Y,N
80.2.202.33,Y,Y,N
80.2.207.129,Y,N,N
80.2.210.49,Y,Y,N
80.2.212.183,Y,Y,N
80.2.216.72,Y,Y,N
80.2.217.226,Y,Y,N
80.2.224.190,Y,Y,N
80.2.225.107,N,N,N
80.2.232.192,N,N,N
80.2.233.206,Y,N,N
80.2.241.235,N,N,N
80.2.243.116,Y,Y,N
80.2.244.223,Y,N,N
80.2.245.163,N,N,N
80.2.248.212,Y,Y,N
80.2.249.1,Y,Y,N
80.2.251.127,Y,Y,N
81.1.3.41,Y,Y,N
81.1.3.98,Y,Y,N
81.1.3.160,Y,Y,N
81.1.3.244,Y,Y,N
81.1.6.217,Y,N,N
81.1.7.72,Y,Y,N
81.1.7.99,Y,Y,N
81.1.7.188,Y,Y,N
81.1.15.5,Y,Y,N
81.1.16.144,N,N,N
81.1.16.205,N,N,N
81.1.18.243,Y,N,N
81.1.24.13,N,N,N
81.1.26.192,Y,N,N
81.1.29.29,Y,Y,N
81.1.34.177,N,N,N
81.1.35.103,Y,Y,N
81.1.37.140,Y,N,N
81.1.42.71,Y,Y,N
81.1.42.203,Y,Y,N
81.1.53.90,Y,N,N
81.1.53.244,Y,Y,N
81.1.54.102,Y,Y,N
81.1.55.87,N,N,N
81.1.57.250,Y,Y,N
81.1.59.90,Y,Y,N
81.1.59.207,Y,Y,N
81.1.70.184,Y,N,N
81.1.82.248,Y,Y,N
81.1.85.98,N,N,N
81.1.87.28,Y,Y,N
81.1.90.157,Y,Y,N
81.1.92.203,Y,N,N
81.1.95.81,Y,N,N
81.1.96.142,Y,N,N
81.1.97.112,N,N,N
81.1.97.113,Y,Y,N
81.1.101.13,Y,Y,N
81.1.110.145,Y,Y,N
81.1.115.90,Y,Y,N
81.1.116.159,Y,Y,N
81.1.121.28,Y,N,N
81.1.121.82,N,N,N
81.1.123.94,Y,Y,N
81.1.126.144,Y,N,N
81.1.133.52,Y,N,N
81.1.135.99,N,N,N
81.1.135.179,N,N,N
81.1.135.202,Y,Y,N
81.1.143.101,N,N,N
81.1.150.41,N,N,N
81.1.152.50,Y,Y,N
81.1.153.22,Y,Y,N
81.1.156.113,N,N,N
81.1.164.35,Y,Y,N
81.1.165.96,N,N,N
81.1.166.30,Y,Y,N
81.1.174.97,Y,N,N
81.1.176.94,N,N,N
81.1.178.190,Y,Y,N
81.1.181.221,Y,Y,N
81.1.186.69,Y,Y,N
81.1.186.126,Y,N,N
81.1.187.183,Y,N,N
81.1.197.254,Y,Y,N
81.1.198.203,Y,N,N
81.1.199.184,Y,N,N
81.1.199.210,Y,N,N
81.1.200.45,Y,Y,N
81.1.202.49,Y,N,N
81.1.203.5,N,N,N
81.1.204.91,Y,Y,N
81.1.206.170,Y,Y,N
81.1.209.91,Y,Y,N
81.1.220.34,Y,Y,N
81.1.221.210,Y,Y,N
81.1.225.176,Y,Y,N
81.1.227.134,N,N,N
81.1.228.121,N,N,N
81.1.245.100,Y,Y,N
81.1.245.239,Y,N,N
81.1.246.16,Y,Y,N
81.2.3.56,Y,N,N
81.2.3.106,Y,N,N
81.2.5.148,Y,Y,N
81.2.8.126,N,N,N
81.2.19.27,Y,Y,N
81.2.23.33,Y,N,N
81.2.26.246,Y,N,N
81.2.28.195,Y,N,N
81.2.29.158,Y,Y,N
81.2.33.179,Y,Y,N
81.2.33.250,Y,Y,N
81.2.34.243,Y,Y,N
81.2.36.35,Y,N,N
81.2.39.185,Y,Y,N
81.2.41.103,Y,Y,N
81.2.42.99,Y,Y,N
81.2.43.22,Y,Y,N
81.2.49.16,N,N,N
81.2.49.172,Y,Y,N
81.2.50.34,Y,N,N
81.2.58.190,Y,N,N
81.2.64.57,Y,Y,N
81.2.71.124,Y,Y,N
81.2.74.21,Y,Y,N
81.2.75.126,Y,Y,N
81.2.78.122,Y,Y,N
81.2.83.30,Y,Y,N
81.2.87.195,Y,Y,N
81.2.88.237,Y,N,N
81.2.95.90,Y,N,N
81.2.105.18,Y,Y,N
81.2.108.76,Y,Y,N
81.2.111.179,Y,N,N
81.2.116.180,Y,Y,N
81.2.117.200,Y,N,N
81.2.129.148,Y,Y,N
81.2.130.31,Y,N,N
81.2.142.129,Y,Y,N
81.2.146.107,Y,Y,N
81.2.148.75,N,N,N
81.2.149.47,N,N,N
81.2.161.137,N,N,N
81.2.162.145,Y,N,N
81.2.164.90,N,N,N
81.2.168.15,Y,Y,N
81.2.181.224,N,N,N
81.2.190.163,Y,Y,N
81.2.190.246,Y,Y,N
81.2.191.176,N,N,N
81.2.194.32,N,N,N
81.2.194.47,Y,Y,N
81.2.198.247,Y,Y,N
81.2.201.84,Y,Y,N
81.2.205.233,Y,N,N
81.2.218.115,Y,Y,N
81.2.221.185,Y,N,N
81.2.223.174,Y,Y,N
81.2.226.113,Y,Y,N
81.2.227.136,Y,Y,N
81.2.228.209,Y,N,N
81.2.229.90,Y,N,N
81.2.233.60,Y,Y,N
81.2.235.87,Y,N,N
81.2.242.39,N,N,N
81.2.249.137,Y,Y,N
82.1.10.230,Y,Y,N
82.1.11.199,N,N,N
82.1.12.19,Y,Y,N
82.1.12.135,Y,Y,N
82.1.12.141,N,N,N
82.1.15.145,Y,Y,N
82.1.15.182,Y,Y,N
82.1.17.238,Y,N,N
82.1.29.30,Y,Y,N
82.1.31.69,Y,Y,N
82.1.38.238,N,N,N
82.1.43.23,Y,Y,N
82.1.49.75,Y,Y,N
82.1.53.232,Y,N,N
82.1.57.57,Y,Y,N
82.1.63.113,Y,Y,N
82.1.72.94,Y,Y,N
82.1.74.179,N,N,N
82.1.76.153,Y,Y,N
82.1.78.125,Y,N,N
82.1.89.196,Y,N,N
82.1.96.16,Y,N,N
82.1.99.157,Y,Y,N
82.1.107.102,Y,N,N
82.1.113.177,Y,Y,N
82.1.123.162,Y,Y,N
82.1.123.222,Y,N,N
82.1.128.230,Y,Y,N
82.1.131.33,Y,N,N
82.1.134.2,Y,Y,N
82.1.138.229,Y,Y,N
82.1.142.68,Y,Y,N
82.1.144.173,Y,N,N
82.1.144.215,Y,N,N
82.1.145.92,Y,Y,N
82.1.145.253,N,N,N
82.1.146.9,Y,Y,N
82.1.154.51,N,N,N
82.1.162.151,Y,N,N
82.1.164.105,Y,Y,N
82.1.166.251,Y,N,N
82.1.169.176,Y,Y,N
82.1.169.201,Y,Y,N
82.1.174.172,N,N,N
82.1.174.214,Y,Y,N
82.1.181.208,Y,N,N
82.1.183.30,Y,N,N
82.1.190.20,N,N,N
82.1.202.81,Y,Y,N
82.1.202.227,N,N,N
82.1.205.222,Y,Y,N
82.1.206.151,Y,N,N
82.1.208.179,Y,N,N
82.1.214.134,Y,N,N
82.1.216.116,Y,Y,N
82.1.218.72,Y,Y,N
82.1.222.78,Y,Y,N
82.1.224.22,Y,Y,N
82.1.226.189,Y,Y,N
82.1.228.139,Y,Y,N
82.1.238.64,Y,N,N
82.1.239.118,Y,Y,N
82.1.239.238,N,N,N
82.2.4.116,Y,Y,N
82.2.10.231,Y,Y,N
82.2.15.117,Y,Y,N
82.2.16.72,Y,Y,N
82.2.29.235,Y,N,N
82.2.32.112,N,N,N
82.2.41.235,Y,Y,N
82.2.42.136,Y,N,N
82.2.42.238,Y,Y,N
82.2.43.188,Y,Y,N
82.2.55.121,N,N,N
82.2.57.73,Y,Y,N
82.2.63.82,Y,N,N
82.2.63.247,Y,Y,N
82.2.68.119,N,N,N
82.2.70.204,Y,Y,N
82.2.76.208,Y,Y,N
82.2.80.182,Y,N,N
82.2.83.145,N,N,N
82.2.95.150,Y,N,N
82.2.96.10,N,N,N
82.2.99.185,Y,N,N
82.2.104.195,Y,Y,N
82.2.109.27,Y,N,N
82.2.118.211,Y,Y,N
82.2.121.254,Y,Y,N
82.2.127.66,Y,Y,N
82.2.128.86,N,N,N
82.2.128.143,Y,Y,N
82.2.129.18,N,N,N
82.2.131.142,Y,Y,N
82.2.131.202,Y,Y,N
82.2.136.52,Y,Y,N
82.2.137.79,Y,Y,N
82.2.140.59,Y,Y,N
82.2.141.175,Y,Y,N
82.2.152.171,Y,N,N
82.2.156.250,N,N,N
82.2.163.57,Y,N,N
82.2.166.105,Y,Y,N
82.2.168.83,Y,Y,N
82.2.169.41,Y,Y,N
82.2.175.252,Y,N,N
82.2.176.47,Y,N,N
82.2.181.20,N,N,N
82.2.181.157,Y,Y,N
82.2.181.217,Y,N,N
82.2.182.6,Y,N,N
82.2.192.19,N,N,N
82.2.207.174,N,N,N
82.2.209.48,Y,N,N
82.2.214.81,Y,Y,N
82.2.216.9,Y,Y,N
82.2.220.74,Y,Y,N
82.2.223.143,N,N,N
82.2.227.167,Y,Y,N
82.2.230.28,Y,Y,N
82.2.234.56,N,N,N
82.2.240.224,N,N,N
82.2.243.145,Y,Y,N
82.2.249.38,Y,Y,N
82.2.249.204,Y,Y,N
82.2.252.49,Y,Y,N
82.2.253.250,Y,Y,N
83.1.1.13,Y,N,N
83.1.1.104,Y,Y,N
83.1.2.39,Y,N,N
83.1.9.105,Y,N,N
83.1.12.190,N,N,N
83.1.16.68,Y,N,N
83.1.19.8,N,N,N
83.1.27.245,N,N,N
83.1.27.249,Y,Y,N
83.1.35.112,Y,N,N
83.1.44.135,Y,N,N
83.1.52.76,Y,N,N
83.1.54.128,Y,Y,N
83.1.57.94,Y,N,N
83.1.59.192,Y,Y,N
83.1.59.241,N,N,N
83.1.62.48,Y,Y,N
83.1.67.99,Y,N,N
83.1.73.197,Y,Y,N
83.1.81.51,Y,N,N
83.1.81.53,N,N,N
83.1.81.65,N,N,N
83.1.83.221,Y,Y,N
83.1.84.187,Y,N,N
83.1.86.203,Y,Y,N
83.1.89.52,Y,Y,N
83.1.93.129,N,N,N
83.1.101.1,Y,Y,N
83.1.101.19,Y,Y,N
83.1.102.209,Y,Y,N
83.1.109.154,Y,N,N
83.1.115.87,Y,Y,N
83.1.126.151,N,N,N
83.1.134.143,Y,Y,N
83.1.137.144,Y,Y,N
83.1.139.11,Y,Y,N
83.1.139.39,Y,Y,N
83.1.142.106,Y,Y,N
83.1.143.64,N,N,N
83.1.144.191,Y,Y,N
83.1.156.113,Y,N,N
83.1.158.222,Y,Y,N
83.1.158.254,Y,N,N
83.1.163.167,N,N,N
83.1.172.149,Y,N,N
83.1.174.79,Y,N,N
83.1.187.159,Y,Y,N
83.1.194.73,Y,N,N
83.1.195.72,N,N,N
83.1.195.107,Y,N,N
83.1.195.171,Y,Y,N
83.1.200.5,Y,N,N
83.1.203.17,Y,Y,N
83.1.214.175,Y,Y,N
83.1.219.1,Y,Y,N
83.1.220.23,N,N,N
83.1.232.227,Y,Y,N
83.1.237.201,Y,Y,N
83.1.238.74,Y,Y,N
83.1.246.230,Y,Y,N
83.1.247.16,Y,Y,N
83.1.250.96,Y,Y,N
83.1.250.205,Y,Y,N
83.1.253.215,Y,N,N
83.2.3.130,N,N,N
83.2.3.147,Y,Y,N
83.2.9.127,Y,Y,N
83.2.12.83,N,N,N
83.2.13.119,Y,Y,N
83.2.14.70,Y,Y,N
83.2.16.229,N,N,N
83.2.17.187,Y,Y,N
83.2.18.151,Y,Y,N
83.2.19.76,Y,Y,N
83.2.23.104,Y,Y,N
83.2.24.248,Y,Y,N
83.2.27.234,Y,Y,N
83.2.31.235,N,N,N
83.2.45.98,N,N,N
83.2.46.105,Y,Y,N
83.2.48.88,Y,Y,N
83.2.56.95,Y,Y,N
83.2.61.105,Y,N,N
83.2.63.1,Y,Y,N
83.2.63.141,Y,N,N
83.2.66.38,Y,Y,N
83.2.70.166,Y,Y,N
83.2.74.85,Y,N,N
83.2.80.192,Y,N,N
83.2.82.145,Y,Y,N
83.2.85.106,N,N,N
83.2.87.245,Y,N,N
83.2.90.246,N,N,N
83.2.91.247,Y,Y,N
83.2.93.30,Y,Y,N
83.2.94.166,Y,Y,N
83.2.95.151,Y,N,N
83.2.101.123,N,N,N
83.2.101.180,Y,Y,N
83.2.102.164,Y,Y,N
83.2.105.207,Y,Y,N
83.2.115.95,Y,Y,N
83.2.119.89,Y,Y,N
83.2.120.68,N,N,N
83.2.122.65,Y,Y,N
83.2.127.156,Y,Y,N
83.2.134.28,Y,Y,N
83.2.136.101,Y,Y,N
83.2.136.209,Y,N,N
83.2.139.203,Y,Y,N
83.2.140.239,Y,N,N
83.2.150.116,Y,Y,N
83.2.151.145,Y,Y,N
83.2.154.131,Y,Y,N
83.2.161.20,Y,Y,N
83.2.163.108,N,N,N
83.2.163.126,Y,Y,N
83.2.163.232,Y,Y,N
83.2.165.187,N,N,N
83.2.167.90,Y,Y,N
83.2.172.47,Y,N,N
83.2.176.19,Y,Y,N
83.2.183.136,N,N,N
83.2.195.232,Y,Y,N
83.2.202.203,Y,N,N
83.2.205.156,Y,Y,N
83.2.206.37,Y,Y,N
83.2.206.202,Y,Y,N
83.2.213.53,Y,Y,N
83.2.217.34,Y,Y,N
83.2.218.139,N,N,N
83.2.223.35,Y,N,N
83.2.225.61,Y,Y,N
83.2.228.65,Y,N,N
83.2.236.27,Y,Y,N
83.2.239.143,N,N,N
83.2.245.209,Y,Y,N
83.2.246.220,Y,Y,N
83.2.247.84,Y,Y,N
84.1.7.8,Y,Y,N
84.1.13.111,Y,N,N
84.1.16.51,Y,Y,N
84.1.17.247,N,N,N
84.1.18.127,Y,N,N
84.1.18.236,Y,Y,N
84.1.24.200,Y,Y,N
84.1.27.32,Y,Y,N
84.1.33.99,Y,Y,N
84.1.44.237,Y,N,N
84.1.48.36,Y,Y,N
84.1.53.179,Y,Y,N
84.1.53.246,Y,N,N
84.1.56.204,Y,N,N
84.1.60.88,N,N,N
84.1.62.169,Y,Y,N
84.1.63.89,N,N,N
84.1.64.65,Y,Y,N
84.1.72.175,Y,N,N
84.1.74.73,Y,Y,N
84.1.75.38,Y,Y,N
84.1.83.124,Y,Y,N
84.1.84.186,Y,Y,N
84.1.94.118,Y,Y,N
84.1.116.192,Y,Y,N
84.1.119.5,N,N,N
84.1.125.190,Y,Y,N
84.1.140.131,Y,N,N
84.1.143.254,N,N,N
84.1.148.77,Y,N,N
84.1.165.153,Y,N,N
84.1.165.179,Y,N,N
84.1.166.154,Y,N,N
84.1.167.148,Y,N,N
84.1.168.16,Y,Y,N
84.1.169.74,Y,Y,N
84.1.171.106,Y,N,N
84.1.172.242,Y,N,N
84.1.175.191,Y,Y,N
84.1.181.183,Y,Y,N
84.1.185.43,Y,N,N
84.1.185.241,N,N,N
84.1.186.161,Y,Y,N
84.1.191.233,Y,N,N
84.1.192.94,Y,N,N
84.1.203.39,N,N,N
84.1.203.235,Y,N,N
84.1.204.208,N,N,N
84.1.208.9,Y,Y,N
84.1.213.136,Y,Y,N
84.1.221.21,Y,N,N
84.1.221.197,Y,Y,N
84.1.238.12,Y,N,N
84.1.246.77,Y,Y,N
84.1.249.230,Y,Y,N
84.2.1.129,Y,N,N
84.2.4.192,Y,Y,N
84.2.12.93,Y,N,N
84.2.14.23,Y,N,N
84.2.15.34,N,N,N
84.2.23.231,N,N,N
84.2.24.15,N,N,N
84.2.27.124,Y,Y,N
84.2.27.159,Y,N,N
84.2.34.151,Y,N,N
84.2.38.41,Y,N,N
84.2.48.168,Y,Y,N
84.2.48.252,Y,Y,N
84.2.49.229,Y,N,N
84.2.51.77,Y,Y,N
84.2.55.109,Y,N,N
84.2.56.101,N,N,N
84.2.58.56,Y,Y,N
84.2.58.238,Y,Y,N
84.2.60.78,N,N,N
84.2.63.121,N,N,N
84.2.67.114,Y,Y,N
84.2.67.183,Y,Y,N
84.2.69.109,N,N,N
84.2.70.104,Y,Y,N
84.2.76.140,Y,Y,N
84.2.84.132,Y,N,N
84.2.88.67,Y,N,N
84.2.88.77,N,N,N
84.2.93.154,Y,N,N
84.2.93.253,N,N,N
84.2.97.177,Y,Y,N
84.2.97.235,Y,Y,N
84.2.101.190,Y,Y,N
84.2.112.200,Y,N,N
84.2.115.49,Y,Y,N
84.2.122.51,N,N,N
84.2.122.179,Y,Y,N
84.2.135.91,Y,N,N
84.2.138.61,N,N,N
84.2.138.109,Y,Y,N
84.2.140.7,Y,Y,N
84.2.142.59,Y,Y,N
84.2.150.18,N,N,N
84.2.158.122,Y,Y,N
84.2.159.118,Y,N,N
84.2.163.36,Y,N,N
84.2.167.161,Y,Y,N
84.2.172.33,Y,Y,N
84.2.174.236,Y,Y,N
84.2.182.78,Y,Y,N
84.2.184.96,Y,Y,N
84.2.190.184,Y,Y,N
84.2.194.248,Y,Y,N
84.2.197.91,N,N,N
84.2.198.188,Y,N,N
84.2.198.214,Y,Y,N
84.2.211.65,N,N,N
84.2.213.233,Y,Y,N
84.2.214.58,Y,N,N
84.2.219.247,N,N,N
84.2.229.153,Y,Y,N
84.2.233.95,Y,N,N
84.2.238.230,N,N,N
84.2.239.188,Y,Y,N
84.2.249.238,Y,Y,N
84.2.253.97,N,N,N
85.1.9.127,Y,Y,N
85.1.17.156,Y,N,N
85.1.19.97,Y,Y,N
85.1.20.254,Y,Y,N
85.1.23.10,N,N,N
85.1.28.193,Y,Y,N
85.1.43.212,Y,N,N
85.1.51.34,N,N,N
85.1.53.173,Y,Y,N
85.1.56.36,Y,Y,N
85.1.66.220,Y,N,N
85.1.69.59,Y,Y,N
85.1.71.201,Y,Y,N
85.1.75.246,Y,Y,N
85.1.78.126,N,N,N
85.1.80.47,Y,N,N
85.1.86.185,N,N,N
85.1.91.172,Y,Y,N
85.1.96.84,Y,N,N
85.1.105.187,Y,Y,N
85.1.110.31,N,N,N
85.1.111.192,Y,Y,N
85.1.118.12,Y,N,N
85.1.132.152,Y,Y,N
85.1.132.214,Y,Y,N
85.1.134.40,Y,Y,N
85.1.134.68,Y,N,N
85.1.136.133,N,N,N
85.1.144.118,Y,Y,N
85.1.147.83,Y,Y,N
85.1.148.54,N,N,N
85.1.159.145,Y,Y,N
85.1.161.216,Y,Y,N
85.1.162.178,N,N,N
85.1.164.6,Y,Y,N
85.1.171.26,Y,Y,N
85.1.172.45,Y,Y,N
85.1.173.127,Y,Y,N
85.1.174.142,Y,Y,N
85.1.174.176,Y,Y,N
85.1.179.72,N,N,N
85.1.181.123,N,N,N
85.1.205.44,Y,Y,N
85.1.208.80,Y,Y,N
85.1.218.42,Y,N,N
85.1.222.4,Y,Y,N
85.1.225.247,Y,Y,N
85.1.229.203,Y,Y,N
85.1.235.114,Y,N,N
85.1.236.53,Y,N,N
85.1.238.203,Y,Y,N
85.1.244.84,N,N,N
85.1.245.41,N,N,N
85.1.245.153,Y,N,N
85.1.246.177,N,N,N
85.1.252.215,Y,Y,N
85.2.12.51,Y,Y,N
85.2.15.9,Y,N,N
85.2.16.23,Y,N,N
85.2.16.101,N,N,N
85.2.16.112,Y,N,N
85.2.20.64,Y,Y,N
85.2.38.144,Y,N,N
85.2.39.103,Y,N,N
85.2.43.86,N,N,N
85.2.51.167,Y,Y,N
85.2.54.219,Y,N,N
85.2.62.187,Y,N,N
85.2.65.84,Y,Y,N
85.2.68.23,Y,N,N
85.2.74.14,N,N,N
85.2.79.162,Y,Y,N
85.2.83.175,Y,Y,N
85.2.84.28,Y,N,N
85.2.85.92,Y,Y,N
85.2.92.111,Y,Y,N
85.2.93.104,Y,Y,N
85.2.95.20,N,N,N
85.2.97.10,N,N,N
85.2.97.37,Y,N,N
85.2.103.170,N,N,N
85.2.107.253,N,N,N
85.2.110.223,N,N,N
85.2.114.41,Y,N,N
85.2.115.230,Y,Y,N
85.2.120.156,Y,N,N
85.2.122.83,Y,N,N
85.2.128.71,Y,Y,N
85.2.129.208,Y,Y,N
85.2.130.97,Y,Y,N
85.2.138.197,Y,Y,N
85.2.147.244,Y,N,N
85.2.151.141,Y,Y,N
85.2.154.27,Y,N,N
85.2.156.222,Y,N,N
85.2.160.30,Y,Y,N
85.2.163.240,N,N,N
85.2.168.91,Y,Y,N
85.2.179.20,Y,Y,N
85.2.186.64,Y,Y,N
85.2.187.14,Y,N,N
85.2.189.241,Y,Y,N
85.2.193.37,Y,Y,N
85.2.194.180,Y,N,N
85.2.209.17,Y,N,N
85.2.210.178,Y,Y,N
85.2.214.119,Y,N,N
85.2.216.7,N,N,N
85.2.216.196,Y,Y,N
85.2.223.100,Y,Y,N
85.2.224.48,Y,N,N
85.2.229.92,N,N,N
85.2.230.221,Y,Y,N
85.2.231.196,Y,Y,N
85.2.235.42,N,N,N
85.2.242.32,Y,Y,N
85.2.243.217,Y,Y,N
85.2.244.130,N,N,N
85.2.251.34,Y,Y,N
85.2.252.215,N,N,N
86.1.14.113,Y,N,N
86.1.16.207,Y,Y,N
86.1.21.79,Y,N,N
86.1.21.139,N,N,N
86.1.22.167,Y,Y,N
86.1.25.12,Y,Y,N
86.1.25.126,Y,Y,N
86.1.26.61,Y,Y,N
86.1.34.180,Y,Y,N
86.1.34.197,N,N,N
86.1.39.70,Y,N,N
86.1.42.190,Y,Y,N
86.1.44.213,N,N,N
86.1.45.222,N,N,N
86.1.51.28,N,N,N
86.1.58.125,Y,N,N
86.1.66.182,Y,Y,N
86.1.68.170,Y,Y,N
86.1.74.78,Y,Y,N
86.1.74.167,Y,Y,N
86.1.84.23,N,N,N
86.1.90.221,Y,N,N
86.1.91.183,Y,N,N
86.1.94.73,Y,Y,N
86.1.94.177,Y,Y,N
86.1.95.3,N,N,N
86.1.105.85,Y,Y,N
86.1.109.232,Y,Y,N
86.1.119.50,Y,N,N
86.1.124.43,Y,N,N
86.1.125.69,Y,Y,N
86.1.132.91,N,N,N
86.1.133.111,Y,N,N
86.1.135.175,Y,Y,N
86.1.138.142,Y,Y,N
86.1.140.17,Y,Y,N
86.1.144.107,Y,Y,N
86.1.147.136,N,N,N
86.1.162.253,Y,N,N
86.1.164.73,Y,N,N
86.1.176.133,Y,Y,N
86.1.187.176,Y,Y,N
86.1.188.221,N,N,N
86.1.192.209,Y,Y,N
86.1.193.174,Y,N,N
86.1.201.177,Y,Y,N
86.1.205.196,Y,N,N
86.1.210.165,Y,Y,N
86.1.217.209,N,N,N
86.1.221.176,Y,N,N
86.1.229.204,Y,Y,N
86.1.235.23,N,N,N
86.1.235.135,Y,N,N
86.1.237.138,Y,Y,N
86.1.240.198,Y,N,N
86.1.241.58,Y,N,N
86.1.243.207,N,N,N
86.1.246.170,N,N,N
86.2.2.229,Y,Y,N
86.2.14.206,N,N,N
86.2.29.206,Y,Y,N
86.2.41.87,Y,Y,N
86.2.42.99,Y,N,N
86.2.50.73,Y,Y,N
86.2.59.177,Y,Y,N
86.2.65.13,N,N,N
86.2.65.234,Y,N,N
86.2.71.119,Y,N,N
86.2.73.150,N,N,N
86.2.76.75,N,N,N
86.2.84.202,Y,Y,N
86.2.85.30,Y,N,N
86.2.87.55,Y,Y,N
86.2.88.158,Y,Y,N
